label,split_file,embedding_file
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_10_seg000_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_10_seg000_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_10_seg000_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_10_seg000_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_10_seg000_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_10_seg000_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_10_seg000_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_10_seg000_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_10_seg000_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_10_seg000_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_10_seg001_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_10_seg001_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_10_seg001_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_10_seg001_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_10_seg001_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_10_seg001_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_10_seg001_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_10_seg001_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_10_seg001_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_10_seg001_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg000_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg000_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg000_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg000_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg000_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg000_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg000_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg000_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg000_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg000_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg001_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg001_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg001_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg001_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg001_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg001_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg001_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg001_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg001_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg001_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg002_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg002_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg002_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg002_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg002_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg002_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg002_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg002_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_11_seg002_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_11_seg002_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg000_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg000_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg000_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg000_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg000_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg000_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg000_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg000_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg000_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg000_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg001_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg001_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg001_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg001_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg001_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg001_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg001_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg001_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg001_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg001_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg002_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg002_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg002_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg002_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg002_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg002_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg002_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg002_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg002_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg002_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg003_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg003_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg003_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg003_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg003_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg003_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg003_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg003_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_12_seg003_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_12_seg003_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg000_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg000_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg000_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg000_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg000_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg000_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg000_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg000_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg000_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg000_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg001_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg001_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg001_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg001_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg001_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg001_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg001_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg001_shift_0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg001_shift_m0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg001_shift_m0_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg002_gain_0_7.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg002_gain_0_7.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg002_gain_1_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg002_gain_1_2.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg002_noise.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg002_noise.npy
dishes,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_split_5s/dishes/dishes_13_seg002_shift_0_2.wav,/Users/nazzang/Desktop/20220975/졸프/poco_project/data/aug_embeddings/dishes/dishes_13_seg002_shift_0_2.npy
